gen,best_cost,mean_cost,best_Kp,best_Ki,best_Kd
0,1.4104674419598247,1.4104674419598247,35.02939673965323,1.8031790152968785,5.036365052098873
1,1.4104674419598247,1.4104674419598247,35.02939673965323,1.8031790152968785,5.036365052098873
2,1.4104674419598247,1.4104674419598247,35.02939673965323,1.8031790152968785,5.036365052098873
3,1.4104674419598247,1.4104674419598247,35.02939673965323,1.8031790152968785,5.036365052098873
4,1.4104674419598247,1.4104674419598247,35.02939673965323,1.8031790152968785,5.036365052098873
5,1.4104674419598247,1.4104674419598247,35.02939673965323,1.8031790152968785,5.036365052098873
6,1.4104674419598247,1.4104674419598247,35.02939673965323,1.8031790152968785,5.036365052098873
7,1.409360873141685,1.409360873141685,34.830584683121124,1.6975933388665907,4.9867918978781365
8,1.409360873141685,1.409360873141685,34.830584683121124,1.6975933388665907,4.9867918978781365
9,1.4074103375126965,1.4074103375126965,34.745699819848724,1.5214383989193259,4.932602294346134
10,1.4074103375126965,1.4074103375126965,34.745699819848724,1.5214383989193259,4.932602294346134
11,1.4074103375126965,1.4074103375126965,34.745699819848724,1.5214383989193259,4.932602294346134
12,1.4074103375126965,1.4074103375126965,34.745699819848724,1.5214383989193259,4.932602294346134
13,1.4074103375126965,1.4074103375126965,34.745699819848724,1.5214383989193259,4.932602294346134
14,1.4061921350183753,1.4061921350183753,34.58812563734036,1.378944692091299,4.979554942603595
15,1.4061921350183753,1.4061921350183753,34.58812563734036,1.378944692091299,4.979554942603595
16,1.4061921350183753,1.4061921350183753,34.58812563734036,1.378944692091299,4.979554942603595
17,1.4061921350183753,1.4061921350183753,34.58812563734036,1.378944692091299,4.979554942603595
18,1.4052337932963768,1.4052337932963768,34.31435236814369,1.304266047076394,4.826626540741249
19,1.4052337932963768,1.4052337932963768,34.31435236814369,1.304266047076394,4.826626540741249
20,1.4052337932963768,1.4052337932963768,34.31435236814369,1.304266047076394,4.826626540741249
21,1.4040201533823726,1.4040201533823726,34.79947812530126,1.2048222574148828,4.867142849672301
22,1.4040201533823726,1.4040201533823726,34.79947812530126,1.2048222574148828,4.867142849672301
23,1.4040201533823726,1.4040201533823726,34.79947812530126,1.2048222574148828,4.867142849672301
24,1.4040201533823726,1.4040201533823726,34.79947812530126,1.2048222574148828,4.867142849672301
25,1.4039827449713722,1.4039827449713722,34.16335074857032,1.1339215342261693,4.951424545920724
26,1.4029590218771952,1.4029590218771952,34.05368969980946,1.0183055205457794,4.957232744448288
27,1.4026413279984156,1.4026413279984156,34.31442078871073,1.0399014356057148,4.807612531576042
28,1.4026413279984156,1.4026413279984156,34.31442078871073,1.0399014356057148,4.807612531576042
29,1.4021107364248726,1.4021107364248726,34.08778048066038,0.9224417368438571,4.982710213371423
30,1.400849516111839,1.400849516111839,34.04264073186784,0.8176946528706883,4.784558643150427
31,1.400849516111839,1.400849516111839,34.04264073186784,0.8176946528706883,4.784558643150427
32,1.400849516111839,1.400849516111839,34.04264073186784,0.8176946528706883,4.784558643150427
33,1.400849516111839,1.400849516111839,34.04264073186784,0.8176946528706883,4.784558643150427
34,1.400849516111839,1.400849516111839,34.04264073186784,0.8176946528706883,4.784558643150427
35,1.400266447447171,1.400266447447171,33.98289762722571,0.6672608763706616,4.694000349381569
36,1.3986862351862193,1.3986862351862193,34.0715526799905,0.5389327371358898,4.747740915047173
37,1.3986862351862193,1.3986862351862193,34.0715526799905,0.5389327371358898,4.747740915047173
38,1.3986862351862193,1.3986862351862193,34.0715526799905,0.5389327371358898,4.747740915047173
39,1.3986862351862193,1.3986862351862193,34.0715526799905,0.5389327371358898,4.747740915047173
40,1.3986862351862193,1.3986862351862193,34.0715526799905,0.5389327371358898,4.747740915047173
41,1.3975124512206414,1.3975124512206414,33.8691661498407,0.40527840229281487,4.6909584507176945
42,1.3975124512206414,1.3975124512206414,33.8691661498407,0.40527840229281487,4.6909584507176945
43,1.3975124512206414,1.3975124512206414,33.8691661498407,0.40527840229281487,4.6909584507176945
44,1.3970616587770401,1.3970616587770401,33.73725613691277,0.35144148096414923,4.657876669893649
45,1.3965203878161812,1.3965203878161812,33.8833797956922,0.27767273431772155,4.678435951638219
46,1.3965203878161812,1.3965203878161812,33.8833797956922,0.27767273431772155,4.678435951638219
